CSAFP,CBSAFP,GEOID,NAME,NAMELSAD,LSAD,MEMI,MTFCC,ALAND,AWATER,INTPTLAT,INTPTLON
430,48260,48260,"Weirton-Steubenville, WV-OH","Weirton-Steubenville, WV-OH Metro Area",M1,1,G3110,1502240251,29714228,+40.3889142,-080.7019657
472,49700,49700,"Yuba City, CA","Yuba City, CA Metro Area",M1,1,G3110,3197227147,46725588,+39.1609692,-121.5118327
,48300,48300,"Wenatchee, WA","Wenatchee, WA Metro Area",M1,1,G3110,12277685409,266127047,+47.8211284,-120.2675436
,48460,48460,"West Plains, MO","West Plains, MO Micro Area",M2,2,G3110,2401562305,2913502,+36.7743685,-091.8873677
,48540,48540,"Wheeling, WV-OH","Wheeling, WV-OH Metro Area",M1,1,G3110,2443375183,49368044,+39.9755090,-080.8470113
376,48580,48580,"Whitewater-Elkhorn, WI","Whitewater-Elkhorn, WI Micro Area",M2,2,G3110,1438106019,55247228,+42.6681095,-088.5417306
,49740,49740,"Yuma, AZ","Yuma, AZ Metro Area",M1,1,G3110,14281265636,13171316,+32.7739424,-113.9109050
198,49780,49780,"Zanesville, OH","Zanesville, OH Micro Area",M2,2,G3110,1721328761,20656658,+39.9660457,-081.9435064
556,48620,48620,"Wichita, KS","Wichita, KS Metro Area",M1,1,G3110,12981338789,92879229,+37.6298308,-097.3988319
,49820,49820,"Zapata, TX","Zapata, TX Micro Area",M2,2,G3110,2585876220,154370982,+26.9969806,-099.1826027
,48660,48660,"Wichita Falls, TX","Wichita Falls, TX Metro Area",M1,1,G3110,6784786637,144176905,+33.7761441,-098.5019073
558,48700,48700,"Williamsport, PA","Williamsport, PA Metro Area",M1,1,G3110,3182060988,39457017,+41.3436196,-077.0552254
,48780,48780,"Williston, ND","Williston, ND Micro Area",M2,2,G3110,5381129895,182522303,+48.3557649,-103.5013332
,48820,48820,"Willmar, MN","Willmar, MN Micro Area",M2,2,G3110,2064978239,168506888,+45.1527137,-095.0049812
,48900,48900,"Wilmington, NC","Wilmington, NC Metro Area",M1,1,G3110,2753630482,516911859,+34.4260331,-077.8896340
178,48940,48940,"Wilmington, OH","Wilmington, OH Micro Area",M2,2,G3110,1058487159,9351754,+39.4290042,-083.7950485
468,48980,48980,"Wilson, NC","Wilson, NC Micro Area",M2,2,G3110,952010946,14334531,+35.7003569,-077.9215978
548,49020,49020,"Winchester, VA-WV","Winchester, VA-WV Metro Area",M1,1,G3110,2753491815,16169438,+39.2729744,-078.4718276
,49080,49080,"Winnemucca, NV","Winnemucca, NV Micro Area",M2,2,G3110,24969533278,44196979,+41.4079136,-118.1275915
,49100,49100,"Winona, MN","Winona, MN Micro Area",M2,2,G3110,1621568469,40121648,+43.9822682,-091.7767076
268,49180,49180,"Winston-Salem, NC","Winston-Salem, NC Metro Area",M1,1,G3110,5202187731,81525427,+36.0788515,-080.3450642
554,49220,49220,"Wisconsin Rapids-Marshfield, WI","Wisconsin Rapids-Marshfield, WI Micro Area",M2,2,G3110,2053716150,42292545,+44.4614126,-090.0388252
,49260,49260,"Woodward, OK","Woodward, OK Micro Area",M2,2,G3110,3217798450,9693376,+36.4256189,-099.2736609
,49300,49300,"Wooster, OH","Wooster, OH Micro Area",M2,2,G3110,1437257217,4885102,+40.8296612,-081.8871942
148,49340,49340,"Worcester, MA-CT","Worcester, MA-CT Metro Area",M1,1,G3110,5240875056,199208610,+42.2173112,-071.9255354
,49380,49380,"Worthington, MN","Worthington, MN Micro Area",M2,2,G3110,1852113586,19287319,+43.6776863,-095.7631323
,49420,49420,"Yakima, WA","Yakima, WA Metro Area",M1,1,G3110,11122757385,41168171,+46.4565581,-120.7401446
,49460,49460,"Yankton, SD","Yankton, SD Micro Area",M2,2,G3110,1349811536,28629259,+43.0066072,-097.3883388
500,34580,34580,"Mount Vernon-Anacortes, WA","Mount Vernon-Anacortes, WA Metro Area",M1,1,G3110,4481039429,484059449,+48.4932917,-121.8157703
294,34620,34620,"Muncie, IN","Muncie, IN Metro Area",M1,1,G3110,1015607220,9792807,+40.2275433,-085.3992617
,34660,34660,"Murray, KY","Murray, KY Micro Area",M2,2,G3110,997205946,66492726,+36.6209783,-088.2740857
209,34700,34700,"Muscatine, IA","Muscatine, IA Micro Area",M2,2,G3110,1132977193,30262373,+41.4837760,-091.1186992
192,35140,35140,"Newberry, SC","Newberry, SC Micro Area",M2,2,G3110,1631805482,44657974,+34.2897302,-081.6000526
266,34740,34740,"Muskegon, MI","Muskegon, MI Metro Area",M1,1,G3110,1295054825,2486391724,+43.2892579,-086.7518920
538,34780,34780,"Muskogee, OK","Muskogee, OK Micro Area",M2,2,G3110,2099053124,75966890,+35.6175506,-095.3839106
396,34820,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC","Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",M1,1,G3110,5137355019,832612829,+33.9690951,-078.6127235
,34860,34860,"Nacogdoches, TX","Nacogdoches, TX Micro Area",M2,2,G3110,2451523996,89731152,+31.6205598,-094.6202497
488,34900,34900,"Napa, CA","Napa, CA Metro Area",M1,1,G3110,1938165958,104249021,+38.5070999,-122.3259045
162,34940,34940,"Naples-Immokalee-Marco Island, FL","Naples-Immokalee-Marco Island, FL Metro Area",M1,1,G3110,5176791360,793072151,+26.1187860,-081.4009553
400,34980,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",M1,1,G3110,16321859459,197519941,+36.0885065,-086.7266015
,35020,35020,"Natchez, MS-LA","Natchez, MS-LA Micro Area",M2,2,G3110,3002636542,195603635,+31.4818329,-091.5253306
,35060,35060,"Natchitoches, LA","Natchitoches, LA Micro Area",M2,2,G3110,3243341073,121033890,+31.7325509,-093.0826114
404,35100,35100,"New Bern, NC","New Bern, NC Metro Area",M1,1,G3110,3922736042,761532342,+35.1168292,-077.0813197
294,35220,35220,"New Castle, IN","New Castle, IN Micro Area",M2,2,G3110,1014954779,7655158,+39.9295911,-085.3973629
430,35260,35260,"New Castle, PA","New Castle, PA Micro Area",M2,2,G3110,927644463,11783868,+40.9927352,-080.3344455
408,35300,35300,"New Haven-Milford, CT","New Haven-Milford, CT Metro Area",M1,1,G3110,1565652258,667093746,+41.3497173,-072.9002037
406,35380,35380,"New Orleans-Metairie, LA","New Orleans-Metairie, LA Metro Area",M1,1,G3110,8293515312,12101294981,+29.8055320,-089.7013821
184,35420,35420,"New Philadelphia-Dover, OH","New Philadelphia-Dover, OH Micro Area",M2,2,G3110,1469659271,10390938,+40.4474477,-081.4711573
,35440,35440,"Newport, OR","Newport, OR Micro Area",M2,2,G3110,2539217125,554661512,+44.6410607,-123.9112121
314,35460,35460,"Newport, TN","Newport, TN Micro Area",M2,2,G3110,1125399312,22117950,+35.9161980,-083.1192242
218,35500,35500,"Newton, IA","Newton, IA Micro Area",M2,2,G3110,1891773617,6565650,+41.6855513,-093.0541468
359,35580,35580,"New Ulm, MN","New Ulm, MN Micro Area",M2,2,G3110,1582659428,18584892,+44.2465415,-094.7336472
408,35620,35620,"New York-Newark-Jersey City, NY-NJ-PA","New York-Newark-Jersey City, NY-NJ-PA Metro Area",M1,1,G3110,21482849462,6685318568,+40.8987884,-073.9031302
515,35660,35660,"Niles-Benton Harbor, MI","Niles-Benton Harbor, MI Metro Area",M1,1,G3110,1470467019,2625526479,+41.7926389,-086.7418216
536,35700,35700,"Nogales, AZ","Nogales, AZ Micro Area",M2,2,G3110,3203613249,3088046,+31.5257330,-110.8452278
,35740,35740,"Norfolk, NE","Norfolk, NE Micro Area",M2,2,G3110,4076485455,18404445,+42.0431301,-097.4879515
,35820,35820,"North Platte, NE","North Platte, NE Micro Area",M2,2,G3110,10343629894,32514480,+41.2306471,-100.7833204
412,35840,35840,"North Port-Sarasota-Bradenton, FL","North Port-Sarasota-Bradenton, FL Metro Area",M1,1,G3110,3364256618,826435744,+27.3642465,-082.3193366
294,35860,35860,"North Vernon, IN","North Vernon, IN Micro Area",M2,2,G3110,975364209,4546213,+38.9962339,-085.6281106
,35900,35900,"North Wilkesboro, NC","North Wilkesboro, NC Micro Area",M2,2,G3110,1954249751,6862434,+36.2088833,-081.1660949
184,35940,35940,"Norwalk, OH","Norwalk, OH Micro Area",M2,2,G3110,1272965337,8615925,+41.1450798,-082.5946410
278,35980,35980,"Norwich-New London, CT","Norwich-New London, CT Metro Area",M1,1,G3110,1722710821,276663622,+41.4726514,-072.1086329
500,36020,36020,"Oak Harbor, WA","Oak Harbor, WA Micro Area",M2,2,G3110,539622439,800242041,+48.1585538,-122.6706492
,36100,36100,"Ocala, FL","Ocala, FL Metro Area",M1,1,G3110,4112982359,193293405,+29.2028047,-082.0431004
428,36140,36140,"Ocean City, NJ","Ocean City, NJ Metro Area",M1,1,G3110,653004933,953575375,+39.0861425,-074.8477158
372,36220,36220,"Odessa, TX","Odessa, TX Metro Area",M1,1,G3110,2325100483,10596946,+31.8653008,-102.5425068
482,36260,36260,"Ogden-Clearfield, UT","Ogden-Clearfield, UT Metro Area",M1,1,G3110,18725676845,3639310556,+41.6218833,-113.0436525
,36300,36300,"Ogdensburg-Massena, NY","Ogdensburg-Massena, NY Micro Area",M2,2,G3110,6939259168,367916370,+44.4881125,-075.0743110
,36340,36340,"Oil City, PA","Oil City, PA Micro Area",M2,2,G3110,1746388722,22148538,+41.4019797,-079.7544181
370,36380,36380,"Okeechobee, FL","Okeechobee, FL Micro Area",M2,2,G3110,1991451255,318560309,+27.3855924,-080.8873884
416,36420,36420,"Oklahoma City, OK","Oklahoma City, OK Metro Area",M1,1,G3110,14275025144,181554388,+35.4309676,-097.5069659
160,36460,36460,"Olean, NY","Olean, NY Micro Area",M2,2,G3110,3388637061,36604688,+42.2390986,-078.6623320
500,36500,36500,"Olympia-Tumwater, WA","Olympia-Tumwater, WA Metro Area",M1,1,G3110,1871151578,133733459,+46.9358216,-122.8301524
420,36540,36540,"Omaha-Council Bluffs, NE-IA","Omaha-Council Bluffs, NE-IA Metro Area",M1,1,G3110,11266397269,148187142,+41.2904587,-095.9999701
,36580,36580,"Oneonta, NY","Oneonta, NY Micro Area",M2,2,G3110,2594462130,36339122,+42.6297762,-075.0288410
147,36620,36620,"Ontario, OR-ID","Ontario, OR-ID Micro Area",M2,2,G3110,26662726495,118044009,+43.2258691,-117.6199330
318,36660,36660,"Opelousas, LA","Opelousas, LA Micro Area",M2,2,G3110,2392904508,39047412,+30.5834409,-091.9892745
192,36700,36700,"Orangeburg, SC","Orangeburg, SC Micro Area",M2,2,G3110,2864676304,56530748,+33.4361350,-080.8029131
422,36740,36740,"Orlando-Kissimmee-Sanford, FL","Orlando-Kissimmee-Sanford, FL Metro Area",M1,1,G3110,9016616677,1373232317,+28.4343480,-081.3558763
118,36780,36780,"Oshkosh-Neenah, WI","Oshkosh-Neenah, WI Metro Area",M1,1,G3110,1125314825,373176737,+44.0857068,-088.6681488
423,36820,36820,"Oskaloosa, IA","Oskaloosa, IA Micro Area",M2,2,G3110,1478527855,6564804,+41.3307969,-092.6363663
393,36830,36830,"Othello, WA","Othello, WA Micro Area",M2,2,G3110,4985663377,12499935,+47.0112378,-118.5128614
312,36840,36840,"Ottawa, KS","Ottawa, KS Micro Area",M2,2,G3110,1480858186,13918274,+38.5580187,-095.2789618
176,36860,36860,"Ottawa-Peru, IL","Ottawa-Peru, IL Micro Area",M2,2,G3110,5605589853,76514734,+41.3564902,-089.1733849
,36900,36900,"Ottumwa, IA","Ottumwa, IA Micro Area",M2,2,G3110,2419122168,17733239,+40.8784769,-092.4164122
,36940,36940,"Owatonna, MN","Owatonna, MN Micro Area",M2,2,G3110,1112775704,6976791,+44.0152607,-093.2204527
,36980,36980,"Owensboro, KY","Owensboro, KY Metro Area",M1,1,G3110,2327090347,85986265,+37.6937232,-087.0770580
330,37020,37020,"Owosso, MI","Owosso, MI Micro Area",M2,2,G3110,1374710887,26336215,+42.9515446,-084.1463518
,37060,37060,"Oxford, MS","Oxford, MS Micro Area",M2,2,G3110,1636141755,123052156,+34.3492982,-089.4859026
450,37080,37080,"Oxford, NC","Oxford, NC Micro Area",M2,2,G3110,1377849157,14503651,+36.2998840,-078.6576338
348,37100,37100,"Oxnard-Thousand Oaks-Ventura, CA","Oxnard-Thousand Oaks-Ventura, CA Metro Area",M1,1,G3110,4773390489,945942791,+34.3587415,-119.1331432
222,37120,37120,"Ozark, AL","Ozark, AL Micro Area",M2,2,G3110,1453310172,4016457,+31.4306536,-085.6094760
424,37140,37140,"Paducah, KY-IL","Paducah, KY-IL Micro Area",M2,2,G3110,2708484838,207860746,+37.1341812,-088.6566679
332,37220,37220,"Pahrump, NV","Pahrump, NV Micro Area",M2,2,G3110,47090938927,43207981,+37.9658636,-116.4590107
300,37260,37260,"Palatka, FL","Palatka, FL Micro Area",M2,2,G3110,1885199309,256516109,+29.6060059,-081.7408939
,37300,37300,"Palestine, TX","Palestine, TX Micro Area",M2,2,G3110,2752129268,39880658,+31.8412615,-095.6617264
426,37860,37860,"Pensacola-Ferry Pass-Brent, FL","Pensacola-Ferry Pass-Brent, FL Metro Area",M1,1,G3110,4321779039,983764441,+30.6554013,-087.1618275
427,37900,37900,"Peoria, IL","Peoria, IL Metro Area",M1,1,G3110,6394053958,127614012,+40.7882548,-089.5147450
316,37940,37940,"Peru, IN","Peru, IN Micro Area",M2,2,G3110,968246955,9184624,+40.7728813,-086.0442585
428,37980,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",M1,1,G3110,11920765097,693469787,+39.8951304,-075.3120032
,37340,37340,"Palm Bay-Melbourne-Titusville, FL","Palm Bay-Melbourne-Titusville, FL Metro Area",M1,1,G3110,2629853328,1402820790,+28.2983043,-080.7003309
,37420,37420,"Pampa, TX","Pampa, TX Micro Area",M2,2,G3110,2398261671,8700791,+35.4025424,-100.8123736
,37460,37460,"Panama City, FL","Panama City, FL Metro Area",M1,1,G3110,3398187138,1205718269,+30.1010953,-085.4749707
308,37500,37500,"Paragould, AR","Paragould, AR Micro Area",M2,2,G3110,1496205814,4789584,+36.1206072,-090.5663459
,37540,37540,"Paris, TN","Paris, TN Micro Area",M2,2,G3110,1455159734,81742881,+36.3252950,-088.3002878
,37580,37580,"Paris, TX","Paris, TX Micro Area",M2,2,G3110,2349622229,67103153,+33.6672628,-095.5703477
425,37620,37620,"Parkersburg-Vienna, WV","Parkersburg-Vienna, WV Metro Area",M1,1,G3110,1550810379,33050959,+39.1415172,-081.4604194
,37660,37660,"Parsons, KS","Parsons, KS Micro Area",M2,2,G3110,1671305472,20261427,+37.1914676,-095.2974732
,37740,37740,"Payson, AZ","Payson, AZ Micro Area",M2,2,G3110,12323144911,97121333,+33.7896177,-110.8118696
,37780,37780,"Pecos, TX","Pecos, TX Micro Area",M2,2,G3110,6825534308,17396681,+31.3083660,-103.7127060
,38060,38060,"Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ Metro Area",M1,1,G3110,37723279086,86710067,+33.1857653,-112.0678624
406,38100,38100,"Picayune, MS","Picayune, MS Micro Area",M2,2,G3110,2100183723,20778648,+30.7747929,-089.5869043
,38180,38180,"Pierre, SD","Pierre, SD Micro Area",M2,2,G3110,8269309232,506022629,+44.4985048,-100.3705455
340,38220,38220,"Pine Bluff, AR","Pine Bluff, AR Metro Area",M1,1,G3110,5257911393,141461901,+34.0812083,-091.9457289
,38240,38240,"Pinehurst-Southern Pines, NC","Pinehurst-Southern Pines, NC Micro Area",M2,2,G3110,1806961889,20736340,+35.3082717,-079.4927248
,38260,38260,"Pittsburg, KS","Pittsburg, KS Micro Area",M2,2,G3110,1527463438,13609426,+37.5058198,-094.8538971
430,38300,38300,"Pittsburgh, PA","Pittsburgh, PA Metro Area",M1,1,G3110,13678890325,157993107,+40.4343378,-079.8280615
,38340,38340,"Pittsfield, MA","Pittsfield, MA Metro Area",M1,1,G3110,2400678867,50642922,+42.3753141,-073.2139479
,38380,38380,"Plainview, TX","Plainview, TX Micro Area",M2,2,G3110,2602115387,246678,+34.0684364,-101.8228879
,39140,39140,"Prescott, AZ","Prescott, AZ Metro Area",M1,1,G3110,21039796334,11501575,+34.6312117,-112.5773855
,39220,39220,"Price, UT","Price, UT Micro Area",M2,2,G3110,3831067811,15844443,+39.6732840,-110.5884845
140,39260,39260,"Prineville, OR","Prineville, OR Micro Area",M2,2,G3110,7715294911,21091929,+44.1630537,-120.3715849
,38420,38420,"Platteville, WI","Platteville, WI Micro Area",M2,2,G3110,2970368437,94555361,+42.8700275,-090.6942288
,38460,38460,"Plattsburgh, NY","Plattsburgh, NY Micro Area",M2,2,G3110,2687767000,206615475,+44.7527120,-073.7056429
515,38500,38500,"Plymouth, IN","Plymouth, IN Micro Area",M2,2,G3110,1148993902,15834723,+41.3250032,-086.2690363
,38540,38540,"Pocatello, ID","Pocatello, ID Metro Area",M1,1,G3110,2881283705,92111044,+42.6929211,-112.2289819
,38580,38580,"Point Pleasant, WV-OH","Point Pleasant, WV-OH Micro Area",M2,2,G3110,2323941148,48259844,+38.7983911,-082.1805590
,38620,38620,"Ponca City, OK","Ponca City, OK Micro Area",M2,2,G3110,2382077972,65369682,+36.8148851,-097.1438616
434,38660,38660,"Ponce, PR","Ponce, PR Metro Area",M1,1,G3110,1042108558,557666445,+18.0138142,-066.6750764
145,38700,38700,"Pontiac, IL","Pontiac, IL Micro Area",M2,2,G3110,2704539026,4401355,+40.8943761,-088.5528518
,38740,38740,"Poplar Bluff, MO","Poplar Bluff, MO Micro Area",M2,2,G3110,1799185021,11195137,+36.7151802,-090.4031300
188,38780,38780,"Portales, NM","Portales, NM Micro Area",M2,2,G3110,6335223796,18698694,+34.0214569,-103.4827248
,38820,38820,"Port Angeles, WA","Port Angeles, WA Micro Area",M2,2,G3110,4503153139,2413877536,+48.1109034,-123.8898599
534,38840,38840,"Port Clinton, OH","Port Clinton, OH Micro Area",M2,2,G3110,660275593,855032692,+41.5454953,-083.0126127
438,38860,38860,"Portland-South Portland, ME","Portland-South Portland, ME Metro Area",M1,1,G3110,5388302567,2011818508,+43.6514172,-070.4183755
440,38900,38900,"Portland-Vancouver-Hillsboro, OR-WA","Portland-Vancouver-Hillsboro, OR-WA Metro Area",M1,1,G3110,17318309512,356671510,+45.6006204,-122.4843457
544,38920,38920,"Port Lavaca, TX","Port Lavaca, TX Micro Area",M2,2,G3110,1312707024,1361884769,+28.4417191,-096.5795739
370,38940,38940,"Port St. Lucie, FL","Port St. Lucie, FL Metro Area",M1,1,G3110,2888882341,843124732,+27.2326989,-080.4267701
170,39020,39020,"Portsmouth, OH","Portsmouth, OH Micro Area",M2,2,G3110,1580451539,15363856,+38.8148886,-082.9986750
,39060,39060,"Pottsville, PA","Pottsville, PA Micro Area",M2,2,G3110,2016645897,10834897,+40.7036820,-076.2177878
148,39300,39300,"Providence-Warwick, RI-MA","Providence-Warwick, RI-MA Metro Area",M1,1,G3110,4110381239,1681099597,+41.7016138,-071.2892856
482,39340,39340,"Provo-Orem, UT","Provo-Orem, UT Metro Area",M1,1,G3110,13973678640,400819499,+39.8720670,-112.3590592
444,39380,39380,"Pueblo, CO","Pueblo, CO Metro Area",M1,1,G3110,6179900085,30284242,+38.1706581,-104.4898924
446,39420,39420,"Pullman, WA","Pullman, WA Micro Area",M2,2,G3110,5592428647,48281266,+46.9059441,-117.5353898
412,39460,39460,"Punta Gorda, FL","Punta Gorda, FL Metro Area",M1,1,G3110,1764104250,458735965,+26.8689328,-081.9410769
448,39500,39500,"Quincy, IL-MO","Quincy, IL-MO Micro Area",M2,2,G3110,3523024917,56685924,+40.0271254,-091.3897781
376,39540,39540,"Racine, WI","Racine, WI Metro Area",M1,1,G3110,861267826,1190381762,+42.7540747,-087.4146760
,10100,10100,"Aberdeen, SD","Aberdeen, SD Micro Area",M2,2,G3110,7352949530,111439351,+45.5222208,-098.7041549
,10140,10140,"Aberdeen, WA","Aberdeen, WA Micro Area",M2,2,G3110,4924343587,834767915,+47.1139993,-123.8266547
,10180,10180,"Abilene, TX","Abilene, TX Metro Area",M1,1,G3110,7105577371,36847363,+32.4520222,-099.7187428
,10220,10220,"Ada, OK","Ada, OK Micro Area",M2,2,G3110,1865885741,12421415,+34.7214447,-096.6919696
434,10260,10260,"Adjuntas, PR","Adjuntas, PR Micro Area",M2,2,G3110,172725734,1051790,+18.1815604,-066.7581473
220,10300,10300,"Adrian, MI","Adrian, MI Micro Area",M2,2,G3110,1941350734,30688197,+41.8961086,-084.0743496
,10380,10380,"Aguadilla-Isabela, PR","Aguadilla-Isabela, PR Metro Area",M1,1,G3110,1222490239,358946565,+18.3569648,-067.0078951
184,10420,10420,"Akron, OH","Akron, OH Metro Area",M1,1,G3110,2331619576,62018442,+41.1466395,-081.3501104
,10460,10460,"Alamogordo, NM","Alamogordo, NM Micro Area",M2,2,G3110,17126441843,36956504,+32.5887764,-105.7810785
,10500,10500,"Albany, GA","Albany, GA Metro Area",M1,1,G3110,5005406451,65692115,+31.5893026,-084.1749127
440,10540,10540,"Albany, OR","Albany, OR Metro Area",M1,1,G3110,5923493230,50497756,+44.4888982,-122.5372084
104,10580,10580,"Albany-Schenectady-Troy, NY","Albany-Schenectady-Troy, NY Metro Area",M1,1,G3110,7282139778,172580332,+42.7879202,-073.9423479
172,10620,10620,"Albemarle, NC","Albemarle, NC Micro Area",M2,2,G3110,1023370455,25242751,+35.3104492,-080.2543742
,10660,10660,"Albert Lea, MN","Albert Lea, MN Micro Area",M2,2,G3110,1831347093,39714579,+43.6742019,-093.3502887
290,10700,10700,"Albertville, AL","Albertville, AL Micro Area",M2,2,G3110,1465524098,148503229,+34.3095637,-086.3216681
106,10740,10740,"Albuquerque, NM","Albuquerque, NM Metro Area",M1,1,G3110,24037592015,37928099,+35.1166033,-106.4565347
,10780,10780,"Alexandria, LA","Alexandria, LA Metro Area",M1,1,G3110,5079062147,169057328,+31.3253340,-092.5468804
,10820,10820,"Alexandria, MN","Alexandria, MN Micro Area",M2,2,G3110,1649943521,214860990,+45.9368293,-095.4621560
204,10860,10860,"Alice, TX","Alice, TX Micro Area",M2,2,G3110,2240778098,8739522,+27.7335157,-098.0908141
408,10900,10900,"Allentown-Bethlehem-Easton, PA-NJ","Allentown-Bethlehem-Easton, PA-NJ Metro Area",M1,1,G3110,3762663530,58541458,+40.7893392,-075.3981580
394,10940,10940,"Alma, MI","Alma, MI Micro Area",M2,2,G3110,1472309904,8154670,+43.2923259,-084.6046900
,10980,10980,"Alpena, MI","Alpena, MI Micro Area",M2,2,G3110,1481125303,2908714548,+44.8949540,-083.4265739
,11020,11020,"Altoona, PA","Altoona, PA Metro Area",M1,1,G3110,1361815247,3285511,+40.4979217,-078.3106362
,11060,11060,"Altus, OK","Altus, OK Micro Area",M2,2,G3110,2078855933,4114419,+34.5939486,-099.4122097
108,11100,11100,"Amarillo, TX","Amarillo, TX Metro Area",M1,1,G3110,13338876050,87047156,+35.2480052,-101.9086699
,11140,11140,"Americus, GA","Americus, GA Micro Area",M2,2,G3110,1682455779,28172498,+32.0983564,-084.2243025
218,11180,11180,"Ames, IA","Ames, IA Metro Area",M1,1,G3110,1483235262,2509634,+42.0375379,-093.4660934
104,11220,11220,"Amsterdam, NY","Amsterdam, NY Micro Area",M2,2,G3110,1044067732,18598434,+42.9008912,-074.4353575
,11260,11260,"Anchorage, AK","Anchorage, AK Metro Area",M1,1,G3110,68154362535,2345698724,+62.2127844,-149.6782218
,11380,11380,"Andrews, TX","Andrews, TX Micro Area",M2,2,G3110,3886850342,957039,+32.3122581,-102.6402058
258,11420,11420,"Angola, IN","Angola, IN Micro Area",M2,2,G3110,799725143,35458838,+41.6434670,-085.0024051
220,11460,11460,"Ann Arbor, MI","Ann Arbor, MI Metro Area",M1,1,G3110,1828428383,42628874,+42.2523272,-083.8446336
,11500,11500,"Anniston-Oxford-Jacksonville, AL","Anniston-Oxford-Jacksonville, AL Metro Area",M1,1,G3110,1569245419,16568579,+33.7717061,-085.8225133
118,11540,11540,"Appleton, WI","Appleton, WI Metro Area",M1,1,G3110,2475494070,222456572,+44.2906032,-088.3723255
412,11580,11580,"Arcadia, FL","Arcadia, FL Micro Area",M2,2,G3110,1649978040,6247257,+27.1905809,-081.8062531
,11620,11620,"Ardmore, OK","Ardmore, OK Micro Area",M2,2,G3110,2129427858,30013356,+34.2518484,-097.2879273
490,11640,11640,"Arecibo, PR","Arecibo, PR Metro Area",M1,1,G3110,613215964,231818987,+18.4392239,-066.7599813
,11660,11660,"Arkadelphia, AR","Arkadelphia, AR Micro Area",M2,2,G3110,2243121980,43395986,+34.0533162,-093.1762085
556,11680,11680,"Arkansas City-Winfield, KS","Arkansas City-Winfield, KS Micro Area",M2,2,G3110,2915656996,17314108,+37.2345068,-096.8372468
120,11700,11700,"Asheville, NC","Asheville, NC Metro Area",M1,1,G3110,5264508807,21759467,+35.5956693,-082.6816145
360,11740,11740,"Ashland, OH","Ashland, OH Micro Area",M2,2,G3110,1095444135,9962880,+40.8432730,-082.2701271
184,11780,11780,"Ashtabula, OH","Ashtabula, OH Micro Area",M2,2,G3110,1818008351,1724849868,+41.9066369,-080.7455916
,11820,11820,"Astoria, OR","Astoria, OR Micro Area",M2,2,G3110,2145196270,661305228,+46.0245092,-123.7050140
312,11860,11860,"Atchison, KS","Atchison, KS Micro Area",M2,2,G3110,1116729915,6857773,+39.5325441,-095.3133975
,19580,19580,"Defiance, OH","Defiance, OH Micro Area",M2,2,G3110,1065649893,7073999,+41.3216789,-084.4864334
,19620,19620,"Del Rio, TX","Del Rio, TX Micro Area",M2,2,G3110,8144863674,227711349,+29.8752853,-101.1433237
422,19660,19660,"Deltona-Daytona Beach-Ormond Beach, FL","Deltona-Daytona Beach-Ormond Beach, FL Metro Area",M1,1,G3110,4109406178,1078990196,+29.1789002,-081.1890231
,19700,19700,"Deming, NM","Deming, NM Micro Area",M2,2,G3110,7679944726,433660,+32.1845231,-107.7471911
216,19740,19740,"Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO Metro Area",M1,1,G3110,21615699174,147292315,+39.4347492,-104.9012090
217,19760,19760,"DeRidder, LA","DeRidder, LA Micro Area",M2,2,G3110,2997502171,21999001,+30.6450184,-093.3402526
218,19780,19780,"Des Moines-West Des Moines, IA","Des Moines-West Des Moines, IA Metro Area",M1,1,G3110,7468341905,73225332,+41.5448597,-093.9434866
220,19820,19820,"Detroit-Warren-Dearborn, MI","Detroit-Warren-Dearborn, MI Metro Area",M1,1,G3110,10072723936,897371163,+42.7218478,-083.2008463
,19860,19860,"Dickinson, ND","Dickinson, ND Micro Area",M2,2,G3110,3457000580,14109029,+46.8170312,-102.6620262
221,19940,19940,"Dixon, IL","Dixon, IL Micro Area",M2,2,G3110,1877371253,10599322,+41.7474419,-089.2993505
,19980,19980,"Dodge City, KS","Dodge City, KS Micro Area",M2,2,G3110,2844508243,2097359,+37.6884159,-099.8847484
222,20020,20020,"Dothan, AL","Dothan, AL Metro Area",M1,1,G3110,4444484340,33443449,+31.2455253,-085.4691901
,20060,20060,"Douglas, GA","Douglas, GA Micro Area",M2,2,G3110,1490402085,70454813,+31.5492446,-082.8449381
428,20100,20100,"Dover, DE","Dover, DE Metro Area",M1,1,G3110,1518566893,549101617,+39.0970884,-075.5029819
,20140,20140,"Dublin, GA","Dublin, GA Micro Area",M2,2,G3110,2875695899,38204475,+32.5303716,-082.8566534
524,20180,20180,"DuBois, PA","DuBois, PA Micro Area",M2,2,G3110,2964701490,23932649,+41.0002489,-078.4737490
,20220,20220,"Dubuque, IA","Dubuque, IA Metro Area",M1,1,G3110,1575488093,21138791,+42.4634808,-090.8787708
